관리번호,부문,작품번호,작가명,생몰연도,명제,제작년도,규격(㎝),소장일자,기법 및 재료
602,판 화,DP-32,손아유,1949,무 제,1984,20.5×13.5,2008-12-23,판화
603,판 화,DP-33,손아유,1949,무 제,1980,36×30,2008-12-23,판화
604,판 화,DP-34,손아유,1949,무 제,1980,39.5×15,2008-12-23,판화
605,판 화,DP-35,손아유,1949,무 제,1979,39.5×17,2008-12-23,판화
606,판 화,DP-36,손아유,1949,무 제,1978,36×29,2008-12-23,판화
607,판 화,DP-37,손아유,1949,무 제,1992,14×18,2008-12-23,판화
608,판 화,DP-38,손아유,1949,무 제,1991,24×18,2008-12-23,판화
609,판 화,DP-39,손아유,1949,무 제,1993,17.5×19.5,2008-12-23,판화
610,판 화,DP-40,손아유,1949,무 제,1992,11×14.8,2008-12-23,판화
611,판 화,DP-41,손아유,1949,무 제,1994,27×19.5,2008-12-23,판화
612,판 화,DP-42,손아유,1949,무 제,1994,26.8×19.5,2008-12-23,판화
613,판 화,DP-43,손아유,1949,무 제,1994,27×19.5,2008-12-23,판화
614,판 화,DP-44,손아유,1949,무 제,1994,19.5×26.8,2008-12-23,판화
615,판 화,DP-45,손아유,1949,무 제,1994,26.5×19.5,2008-12-23,판화
616,판 화,DP-46,손아유,1949,무 제,1994,26.5×19.5,2008-12-23,판화
617,판 화,DP-47,손아유,1949,무 제,1989,13.5×18,2008-12-23,판화
618,판 화,DP-48,손아유,1949,무 제,1989,13.5×18,2008-12-23,판화
619,판 화,DP-49,손아유,1949,무 제,1989,13.5×18,2008-12-23,판화
620,판 화,DP-50,손아유,1949,무 제, ,15×15.5,2008-12-23,판화
621,판 화,DP-51,손아유,1949,무 제,1988,15×15,2008-12-23,판화
622,판 화,DP-52,손아유,1949,무 제,1988,15×15,2008-12-23,판화
623,판 화,DP-53,손아유,1949,무 제, ,8.8×8.8,2008-12-23,판화
624,판 화,DP-54,손아유,1949,무 제,1987,13×19.5,2008-12-23,판화
625,판 화,DP-55,손아유,1949,무 제,1986,13.5×9,2008-12-23,판화
626,판 화,DP-56,손아유,1949,무 제,1993,15.8×11,2008-12-23,판화
627,판 화,DP-57,손아유,1949,무 제,1989,9.5×19.5,2008-12-23,판화
628,판 화,DP-58,손아유,1949,무 제,1982,9.5×19.5,2008-12-23,판화
629,판 화,DP-59,손아유,1949,무 제, ,13.5×9,2008-12-23,판화
630,판 화,DP-60,손아유,1949,W91-01,1991,17.5×17.5,2008-12-23,판화
631,판 화,DP-61,손아유,1949,무 제,1993,13.5×4.5,2008-12-23,판화
632,판 화,DP-62,손아유,1949,형태의 소거,1981,58×36,2008-12-23,판화
633,판 화,DP-63,손아유,1949,형태의 소거,1981,58.5×36.5,2008-12-23,판화
634,판 화,DP-64,손아유,1949,형태의 소거,1981,8.5×36.5,2008-12-23,판화
635,판 화,DP-65,손아유,1949,형태의 소거,1993,59.5×35.5,2008-12-23,판화
636,판 화,DP-66,손아유,1949,형태의 소거,1993,59×36,2008-12-23,판화
637,판 화,DP-67,손아유,1949,형태의 소거,1993,43×36,2008-12-23,판화
638,판 화,DP-68,손아유,1949,형태의 소거,1981,50×25,2008-12-23,판화
639,판 화,DP-69,손아유,1949,형태의 소거,1983,83.5×49.8,2008-12-23,판화
640,판 화,DP-70,손아유,1949,형태의 소거, ,83.5×49.8,2008-12-23,판화
641,판 화,DP-71,손아유,1949,형태의 소거,1983,86.5×45,2008-12-23,판화
642,판 화,DP-72,손아유,1949,형태의 소거,1984,86×45,2008-12-23,판화
643,판 화,DP-73,손아유,1949,형태의 소거,1983,99×64.5,2008-12-23,판화
644,판 화,DP-74,손아유,1949,형태의 소거,1983,98×64.5,2008-12-23,판화
645,판 화,DP-75,손아유,1949,형태의 소거,1981,59×36,2008-12-23,판화
646,판 화,DP-76,손아유,1949,형태의 소거,1981,59.5×36,2008-12-23,판화
647,판 화,DP-77,손아유,1949,형태의 소거,1981,59.5×35.5,2008-12-23,판화
648,판 화,DP-78,손아유,1949,형태의 소거,1981,59.5×35.5,2008-12-23,판화
649,판 화,DP-79,손아유,1949,형태의 소거,1981,59.5×35.5,2008-12-23,판화
650,판 화,DP-80,손아유,1949,형태의 소거,1981,59.5×35.5,2008-12-23,판화
651,판 화,DP-81,손아유,1949,형태의 소거,1981,59.5×35.5,2008-12-23,판화
652,판 화,DP-82,손아유,1949,형태의 소거,1981,59.5×35.5,2008-12-23,판화
653,판 화,DP-83,손아유,1949,형태의 소거,1981,59.5×35.5,2008-12-23,판화
654,판 화,DP-84,손아유,1949,형태의 소거,1981,59.5×35.5,2008-12-23,판화
655,판 화,DP-85,손아유,1949,봉인된 정경,1979,59.5×35.5,2008-12-23,판화
656,판 화,DP-86,손아유,1949,봉인된 정경,1979,59.5×35.5,2008-12-23,판화
657,판 화,DP-87,손아유,1949,봉인된 정경,1979,59.5×35.5,2008-12-23,판화
658,판 화,DP-88,손아유,1949,공간의 표리,1996,120×73,2008-12-23,판 화
659,판 화,DP-89,손아유,1949,공간의 표리,1996,120×73,2008-12-23,판 화
660,드로잉,DP-90,손아유,1949,형태의 소거,1977,54×79,2008-12-23,종이에 연필
661,드로잉,DP-91,손아유,1949,형태의 소거,1977,54×79,2008-12-23,종이에 연필
662,드로잉,DP-92,손아유,1949,형태의 소거,1977,54×79,2008-12-23,종이에 연필
663,판 화,DP-93,우르체브,1969,푸른 늑대의 노래,2006,43.5×69.5,2008-12-23,판 화
664,회 화,PA-186,김수자,1950,日記-5,1995,139×246,2009-03-26,혼합재료
665,회 화,PA-187,김영란,1962,생명-그 겨울나기,2004,162.2×130.3,2009-03-26,혼합재료
666,판 화,DP-94,류연복,1958,금강산 6곡병,2007,60.5×30.5(×6),2009-03-26,판화
667,한국화,KO-139,류창희,1949,독도의 좋은 날,2006,130×210,2009-03-26,"혼합재료,안료"
668,회 화,PA-188,박상규,1956,현장Ⅵ,1986,131×162,2009-03-26,캔버스유채
669,회 화,PA-189,박천복,1961,남부시장 사람들,1999,130.3×162,2009-03-26,캔버스유채
670,회 화,PA-190,박천복,1961,오목대의 추억,2000,130.3×162,2009-03-26,캔버스유채
671,서 예,CA-93,이용,1950,제갈공명출사표,2008,525×65,2009-03-26,먹
672,회 화,PA-191,이중희,1947,만다라(曼茶羅),1999,162.1×130,2009-03-26,캔버스에 아크릴릭
673,회 화,PA-192,임택준,1958,우울한 날이었다 (gloomy day),2005,143X124,2009-03-26,혼합재료
674,회 화,PA-193,임현채,1980,낙원Ⅲ,2008,112×324,2009-03-26,캔버스에 아크릴릭
675,한국화,KO-140,전량기,1963,책거리,1998,97×260,2009-03-26,"캔버스아크릴릭,과슈"
676,회 화,PA-194,정미경,1961,세상 속으로,1998,130.3×162,2009-03-26,캔버스 아크릴릭
677,서 예,CA-94,조주승,1854,행서 12곡병, ,93×28(×12),2009-03-26,종이에 먹
678,한국화,KO-141,홍성녀,1959,지리산,2007,84×200,2009-03-26,수묵담채
679,한국화,KO-142,유기준,1975,현재진행형,2005,280×197,2009-03-26,장지에 먹
680,회 화,PA-195,나인하,1967,기억속에...,2002,140×185,2009-03-26,캔버스에 혼합재료
681,조 각,SC-33,채우승,1960,구름,2000,100×90×90(×2) 10×40×65,2009-03-26,석고
682,회 화,PA-196,김영미,1961,사유공간-연주하는 친구들,2007,162.2×130.3,2009-03-26,오합지 위에 혼합재료
683,조 각,SC-34,김성석,1973,무엇이 되어 살꼬,2008,50×30×50,2009-03-26,브론즈
684,조 각,SC-35,김성석,1973,겨우나기 2,2008,60×50×90,2009-03-26,"브론즈, 스텐레스"
685,조 각,SC-36,박재연,1976,기둥에 말 걸다,2009,900×220×400,2009-03-26,"돌, 철재 등"
686,조 각,SC-37,노시은,1960,숨터,2009,210×150×45,2009-03-26,"돌, 철재 등"
687,회 화,PA-197,손아유,1949,자립하는 색,1990,27x20,2009-03-26,"종이에 연필,수채"
688,회 화,PA-198,손아유,1949,자립하는 색,1989,27x20,2009-03-26,"종이에 연필,수채"
689,회 화,PA-199,손아유,1949,자립하는 색,1991,24.5x11,2009-03-26,"종이에 연필,수채"
690,회 화,PA-200,손아유,1949,자립하는 색,1991,23x17.5,2009-03-26,"종이에 연필,수채"
691,회 화,PA-201,손아유,1949,자립하는 색,1991,22x17.5,2009-03-26,"종이에 연필,수채"
692,회 화,PA-202,손아유,1949,자립하는 색,1991,23.5x16.5,2009-03-26,"종이에 연필,수채"
693,회 화,PA-203,손아유,1949,자립하는 색,1989,14.5x12.5,2009-03-26,"종이에 연필,수채"
694,회 화,PA-204,손아유,1949,자립하는 색,1991,23.5x16.5,2009-03-26,"종이에 연필,수채"
695,회 화,PA-205,손아유,1949,자립하는 색,1991,22x13.5,2009-03-26,"종이에 연필,수채"
696,회 화,PA-206,손아유,1949,자립하는 색,1991,16.5x28,2009-03-26,"종이에 연필,수채"
697,회 화,PA-207,손아유,1949,자립하는 색,1991,11x25.5,2009-03-26,"종이에 연필,수채"
698,회 화,PA-208,손아유,1949,자립하는 색,1991,17.5x27.5,2009-03-26,"종이에 연필,수채"
699,회 화,PA-209,손아유,1949,자립하는 색,1991,16.5x23,2009-03-26,"종이에 연필,수채"
700,회 화,PA-210,손아유,1949,자립하는 색,1989,14x12.5,2009-03-26,"종이에 연필,수채"
701,회 화,PA-211,손아유,1949,자립하는 색,1989,26x19.5,2009-03-26,"종이에 연필,수채"
702,회 화,PA-212,손아유,1949,자립하는 색,1989,28x21.5,2009-03-26,종이에 수채
703,회 화,PA-213,손아유,1949,자립하는 색,1898,28x21.5,2009-03-26,종이에 수채
704,회 화,PA-214,손아유,1949,자립하는 색,1988,15x29,2009-03-26,종이에 수채
705,회 화,PA-215,손아유,1949,자립하는 색,1989,15x29,2009-03-26,종이에 수채
706,회 화,PA-216,손아유,1949,자립하는 색,1992,18x11.5,2009-03-26,종이에 수채
707,회 화,PA-217,손아유,1949,자립하는 색,1993,19x13.5,2009-03-26,종이에 수채
708,회 화,PA-218,손아유,1949,자립하는 색,1993,20x12.5,2009-03-26,종이에 수채
709,회 화,PA-219,손아유,1949,자립하는 색,1993,14.5x5.5,2009-03-26,종이에 수채
710,회 화,PA-220,손아유,1949,자립하는 색,1991,21.56x14.5,2009-03-26,종이에 수채
711,회 화,PA-221,손아유,1949,자립하는 색,1986,18x14,2009-03-26,종이에 수채
712,회 화,PA-222,손아유,1949,기억의 흔적,1998,38.5x28.5,2009-03-26,종이에 연필 
713,회 화,PA-223,손아유,1949,기억의 흔적,1997,38.5x28.5,2009-03-26,종이에 연필 
714,회 화,PA-224,손아유,1949,기억의 흔적,1997,38.5x28.5,2009-03-26,종이에 연필 
715,회 화,PA-225,손아유,1949,기억의 흔적,1998,38.5x28.5,2009-03-26,종이에 연필 
716,회 화,PA-226,손아유,1949,기억의 흔적,1998,38.5x28.5,2009-03-26,종이에 연필 
717,회 화,PA-227,손아유,1949,기억의 흔적,1997,38.5x28.5,2009-03-26,종이에 연필 
718,회 화,PA-228,손아유,1949,기억의 흔적,1998,38.5x28.5,2009-03-26,종이에 연필 
719,회 화,PA-229,손아유,1949,기억의 흔적,1997,38.5x28.5,2009-03-26,종이에 연필 
720,회 화,PA-230,손아유,1949,기억의 흔적,1998,38.5x28.5,2009-03-26,종이에 연필 
721,회 화,PA-231,손아유,1949,기억의 흔적,1998,38.5x28.5,2009-03-26,종이에 연필 
722,회 화,PA-232,손아유,1949,기억의 흔적,1992,106x70,2009-03-26,종이에 색연필
723,회 화,PA-233,손아유,1949,기억의 흔적,1992,106x70,2009-03-26,종이에 색연필
724,회 화,PA-234,손아유,1949,기억의 흔적,1992,106x70,2009-03-26,종이에 색연필
725,회 화,PA-235,손아유,1949,기억의 흔적,1992,106x70,2009-03-26,종이에 색연필
726,회 화,PA-236,손아유,1949,기억의 흔적,1992,106x70,2009-03-26,종이에 색연필
727,판 화,DP-95,손아유,1949,형태의 소거 또는 거리의 위치,1981,94.5x54,2009-03-26,동판
728,판 화,DP-96,손아유,1949,형태의 소거 또는 거리의 위치,1981,94.5x54,2009-03-26,동판
729,판 화,DP-97,손아유,1949,형태의 소거 또는 거리의 위치,1981,94.5x54,2009-03-26,동판
730,판 화,DP-98,손아유,1949,형태의 소거 또는 거리의 위치,1981,91x54.5,2009-03-26,동판
731,판 화,DP-99,손아유,1949,형태의 소거 또는 거리의 위치,1981,106x70,2009-03-26,종이에 동판
732,판 화,DP-100,손아유,1949,형태의 소거 또는 거리의 위치,1981,106x70,2009-03-26,종이에 동판
733,판 화,DP-101,손아유,1949,형태의 소거 또는 거리의 위치,1981,106x70,2009-03-26,종이에 동판
734,판 화,DP-102,손아유,1949,형태의 소거 또는 거리의 위치,1981,106x70,2009-03-26,종이에 동판
735,판 화,DP-103,손아유,1949,형태의 소거 또는 거리의 위치,1981,106x70,2009-03-26,종이에 동판
736,판 화,DP-104,손아유,1949,형태의 소거 또는 거리의 위치,1981,91x54.5,2009-03-26,동판
737,회 화,PA-237,손아유,1949,색의 위치,1987,25.5x31.5,2009-03-26,종이에 먹
738,회 화,PA-238,손아유,1949,색의 위치,1987,25.5x31.5,2009-03-26,종이에 먹
739,회 화,PA-239,손아유,1949,색의 위치,1988,39.5x12,2009-03-26,종이에 먹
740,회 화,PA-240,손아유,1949,색의 위치,1987,39.5x12,2009-03-26,종이에 먹
741,회 화,PA-241,손아유,1949,기억의 흔적,1984,38x28,2009-03-26,종이에 연필
742,회 화,PA-242,손아유,1949,기억의 흔적,1984,10x8.5,2009-03-26,종이에 연필
743,회 화,PA-243,손아유,1949,무제,1978,55x39.5,2009-03-26,종이에 연필
744,회 화,PA-244,손아유,1949,무제,1978,39.5x55,2009-03-26,종이에 연필
745,회 화,PA-245,손아유,1949,무제,1978,39.5x55,2009-03-26,종이에 연필
746,회 화,PA-246,손아유,1949,기억의 흔적,1984,106x78,2009-03-26,종이에 연필
747,회 화,PA-247,손아유,1949,기억의 흔적,1984,106x78,2009-03-26,종이에 연필
748,회 화,PA-248,손아유,1949,무제,1981,106x78,2009-03-26,"종이에 목탄,파스텔"
749,회 화,PA-249,손아유,1949,색의 위치,1987,106x78,2009-03-26,종이에 수채
750,회 화,PA-250,손아유,1949,색의 위치,1987,106x78,2009-03-26,종이에 수채
751,회 화,PA-251,손아유,1949,색의 위치,1986,106x78,2009-03-26,종이에 수채
752,회 화,PA-252,손아유,1949,색의 위치,1987,106x78,2009-03-26,종이에 수채
753,회 화,PA-253,손아유,1949,색의 위치,1999,106x78,2009-03-26,종이에 수채
754,회 화,PA-254,손아유,1949,예향곡,1999,32.5x50,2009-03-26,종이에 색연필
755,회 화,PA-255,손아유,1949,예향곡,1999,32.5x50,2009-03-26,종이에 색연필
756,회 화,PA-256,손아유,1949,예향곡,1999,32.5x50,2009-03-26,종이에 색연필
757,회 화,PA-257,손아유,1949,예향곡,1999,32.5x50,2009-03-26,종이에 색연필
758,회 화,PA-258,손아유,1949,예향곡,1999,50x32,2009-03-26,종이에 색연필
759,회 화,PA-259,손아유,1949,예향곡,1999,32.5x56,2009-03-26,종이에 색연필
760,회 화,PA-260,손아유,1949,예향곡,1999,32.5x54,2009-03-26,종이에 색연필
761,회 화,PA-261,손아유,1949,예향곡,1999,32.5x54,2009-03-26,종이에 색연필
762,회 화,PA-262,손아유,1949,예향곡,1999,32x50,2009-03-26,종이에 크레용
763,회 화,PA-263,손아유,1949,예향곡,1999,27x70,2009-03-26,종이에 색연필
764,회 화,PA-264,손아유,1949,예향곡,1999,27x70,2009-03-26,종이에 색연필
765,회 화,PA-265,손아유,1949,예향곡,1999,27x70,2009-03-26,종이에 색연필
766,회 화,PA-266,손아유,1949,예향곡,1999,27x70,2009-03-26,종이에 색연필
767,회 화,PA-267,손아유,1949,예향곡,1999,27x70,2009-03-26,종이에 색연필
768,회 화,PA-268,손아유,1949,예향곡,1999,27x70,2009-03-26,종이에 색연필
769,회 화,PA-269,손아유,1949,색의 위치,1999,56x75.5,2009-03-26,"종이에 목탄,수채"
770,회 화,PA-270,손아유,1949,색의 위치,1997,56x75.5,2009-03-26,"종이에 목탄,수채"
771,회 화,PA-271,손아유,1949,색의 위치,1997,56x75.5,2009-03-26,"종이에 목탄,수채"
772,회 화,PA-272,손아유,1949,색의 위치,1997,56x75.5,2009-03-26,"종이에 목탄,수채"
773,회 화,PA-273,손아유,1949,색의 위치,1997,56x75.5,2009-03-26,"종이에 목탄,수채"
774,회 화,PA-274,손아유,1949,색의 위치,1998,56x75.5,2009-03-26,"종이에 목탄,수채, 크레용"
775,회 화,PA-275,손아유,1949,기억의 흔적,1998,56x75.5,2009-03-26,"종이에 목탄,수채, 크레용"
776,회 화,PA-276,손아유,1949,색의 위치,1998,56x75.5,2009-03-26,"종이에 목탄,수채, 크레용"
777,판  화,DP-105,손아유,1949,민족의 기억,1978,31x22,2009-03-26,종이에 드라이포인트
778,판  화,DP-106,손아유,1949,무제,1992,52.5x7.5,2009-03-26,동판
779,판  화,DP-107,손아유,1949,자립하는 색,1993,59.5x29.5,2009-03-26,동판
780,판  화,DP-108,손아유,1949,자립하는 색,1993,59x29.5,2009-03-26,동판
781,판  화,DP-109,손아유,1949,자립하는 색,1993,59x29.5,2009-03-26,동판
782,판  화,DP-110,손아유,1949,자립하는 색,1993,59x29.5,2009-03-26,동판
783,회 화,PA-277,손아유,1949,무제,2000,50x65,2009-03-26,종이에 연필
784,회 화,PA-278,손아유,1949,형태의 소거 또는 거리의 위치,1984,78x54,2009-03-26,종이에 수채
785,회 화,PA-279,손아유,1949,"나타나는 것, 침몰해 가는 것",1982,79x110,2009-03-26,종이에 연필
786,회 화,PA-280,손아유,1949,공간의 표리,1996,97x63.5,2009-03-26,종이에 연필
787,회 화,PA-281,손아유,1949,공간의 표리,1996,97x64.5,2009-03-26,종이에 연필
788,회 화,PA-282,손아유,1949,공간의 표리,1994,73.5x88,2009-03-26,종이에 연필
789,회 화,PA-283,손아유,1949,예향곡 또는 코발트 블루,2000,163x63,2009-03-26,종이에 수채
790,회 화,PA-284,손아유,1949,색의 위치,1990,990x150,2009-03-26,종이에 수채
791,회 화,PA-285,손아유,1949,무제,1997,29.5x22,2009-03-26,신문에 크레용
792,회 화,PA-286,손아유,1949,무제,1997,29.5x22,2009-03-26,신문에 크레용
793,회 화,PA-287,손아유,1949,무제,1997,29.5x22,2009-03-26,신문에 크레용
794,회 화,PA-288,손아유,1949,무제,1997,29.5x22,2009-03-26,신문에 크레용
795,회 화,PA-289,손아유,1949,무제,1997,29.5x22,2009-03-26,신문에 크레용
796,회 화,PA-290,손아유,1949,무제,1997,29.5x22,2009-03-26,신문에 크레용
797,회 화,PA-291,손아유,1949,무제,1997,29.5x22,2009-03-26,신문에 크레용
798,회 화,PA-292,손아유,1949,무제,1997,29.5x22,2009-03-26,신문에 크레용
799,회 화,PA-293,손아유,1949,무제,1997,29.5x22,2009-03-26,신문에 크레용
800,회 화,PA-294,손아유,1949,무제,1997,29.5x22,2009-03-26,신문에 크레용
801,회 화,PA-295,손아유,1949,무제,1997,29.5x22,2009-03-26,신문에 크레용
802,회 화,PA-296,손아유,1949,무제,1997,29.5x22,2009-03-26,신문에 크레용
803,회 화,PA-297,손아유,1949,무제,1997,29.5x22,2009-03-26,신문에 크레용
804,회 화,PA-298,손아유,1949,무제,1997,29.5x22,2009-03-26,신문에 크레용
805,회 화,PA-299,손아유,1949,무제,1997,29.5x22,2009-03-26,신문에 크레용
806,회 화,PA-300,손아유,1949,무제,2000,32.5x49.5,2009-03-26,종이에 수채
807,회 화,PA-301,손아유,1949,무제,2000,32.5x49.5,2009-03-26,종이에 수채
808,회 화,PA-302,손아유,1949,무제,1993,30.5x24,2009-03-26,"종이에 연필,크레용"
809,회 화,PA-303,손아유,1949,무제,1993,30.5x24,2009-03-26,"종이에 연필,크레용"
810,회 화,PA-304,손아유,1949,무제,1993,30.5x24,2009-03-26,"종이에 연필,크레용"
811,회 화,PA-305,손아유,1949,무제,1994,37x26.5,2009-03-26,종이에 혼합재료
812,회 화,PA-306,전수천,1947,Anti Nature,1995,218×251,2009-03-26,"합판에알루미늄 캔,유화,합성수지,철 "
813,회 화,PA-307,서희화,1975,문자도(제),2006,115×195×21,2009-05-07,플라스틱에 아크릴
814,회 화,PA-308,최광호,1973,흔적,2002,162.2×130.3,2009-05-07,캔버스에 유채
815,회 화,PA-309,이춘기,1933,무제,1987,96×130,2009-05-07,종이에 수묵담채
816,회 화,PA-310,이춘기,1933,무 제,1960,45×33,2009-05-07,캔버스에 유채
817,회 화,PA-311,이춘기,1933,무 제,1971,72×89,2009-05-07,캔버스에 유채
818,회 화,PA-312,이춘기,1933,무 제,1974,64×89,2009-05-07,캔버스에 유채
819,회 화,PA-313,이춘기,1933,무 제, ,73×91,2009-05-07,캔버스에 유채
820,회 화,PA-314,이춘기,1933,무 제,1978,45×45,2009-05-07,"캔버스에 유채, 연필"
821,회 화,PA-315,이춘기,1933,무 제,1987,96×130,2009-05-07,종이에 수묵담채
822,회 화,PA-316,이춘기,1933,무 제, ,73×91,2009-05-07,종이에 수묵담채
823,회 화,PA-317,이춘기,1933,무 제,1996,61×91.5,2009-05-07,종이에 수묵담채
824,공   예,CR-10,김종연,1961,정 담,2001,145×55,2009-12-01,목조
825,한국화,KO-143,김주선,1975,요즈음,2002,160×130,2009-12-01,종이에 수묵채색
826,회   화,PA-318,최정환,1970,신시이후,2002,185×152,2009-12-01,혼합재료
827,공  예,CR-11,이유라,1960,할머니댁에 갔을 때,2002,185×122,2009-12-01,삼베
828,서  예,CA-95,박정혜,1955,양촌선생 시,2002,230×95,2009-12-01,한지에 먹
829,한국화,KO-144,강장현,1948,묵죽,2002,140×67,2009-12-01,한지에 먹
830,건축,AR-1,김학수,,공존,2002,120×65 90×180,2009-12-01,-
831,서예,CA-96,권갑석,1924,반야심경,2001,108×33(×8),2010-03-25,한지에 먹
832,서예,CA-97,김종범,1939,낙지론,1990,134×340,2010-03-25,한지에 먹
833,한국화,KO-145,김화래,1943,고향,2009,145×190,2010-03-25,한지에 수묵담채
834,한국화,KO-146,이철량,1952,CITY0904,2009,360×160,2010-03-25,한지에 먹
835,회화,PA-319,박계성,1953,수평 2003,2003,112×162,2010-03-25,아르슈지에 수채
836,회화,PA-320,박종남,1936,내장산 설경,1990,97×145,2010-03-25,캔버스에 유채
837,회화,PA-321,소병호,1931,자화상,1981,91×73,2010-03-25,캔버스에 유채
838,회화,PA-322,이강원,1951,물성의 의미-쓰임새,2007,250×195,2010-03-25,캔버스에 아크릴릭
839,회화,PA-323,임동주,1939,조상의 얼,1993,162×130,2010-03-25,캔버스에 유채
840,공예,CR-12,김혜미자,1941,의걸이장,2004,160×83×43,2010-03-25,"오동나무, 백송, 백동장석, 한지에 옻칠"
841,공예,CR-13,오융경,1942,좋은 기운 1,2003,24×19×4.5,2010-03-25,"은,  백동, 적동"
842,공예,CR-14,오융경,1942,1942~2012,2007,30×22×4.5,2010-03-25,"은,  백동, 적동"
843,공예,CR-15,오융경,1942,좋은 기운 3,2009,5×10×1.6,2010-03-25,"은,  연수정"
844,한국화,KO-147,이철량,1952,신시(神市),2009,193×257,2010-03-25,한지에 먹
845,회화,PA-324,박계성,1953,수평조율(水平調律)99-1,1999,50×70,2010-03-25,아르슈지에 수채
846,한국화,KO-148,박태홍,1962,항구의 오후,2006,127×160,2010-03-25,수묵담채
847,한국화,KO-149,박미서,1951,무명무실 무감한 님,2009,121×171,2010-03-25,화선지에 수묵담채
848,한국화,KO-150,김현수,1968,기원(祈願),2009,97×130,2010-03-25,"먹, 혼합재료"
849,한국화,KO-151,이남석,1959,95-동력(東力),1995,145×112,2010-03-25,캔버스에 단청물감
850,한국화,KO-152,권태석,1959,코스모스,2009,140×130,2010-03-25,"순지에 분채, 아크릴릭"
851,회화,PA-325,문주호,1963,Showcase - 09,2009,8×161×112,2010-03-25,혼합재료
852,회화,PA-326,소훈,1957,늦가을 - 떠돎,2009,97×162,2010-03-25,캔버스에 유채
853,회화,PA-327,김영태,1958,시나위 - 춤,2009,40×110,2010-03-25,종이에 아크릴릭
854,회화,PA-328,차유림,1967,슬픈 파라독스 3,2004,100×80(×5),2010-03-25,캔버스에 유채
855,회화,PA-329,성태식,1961,민화적 풍경,1996,90×90,2010-03-25,캔버스에 유채
856,회화,PA-330,유종국,1955,生 - 독도,2006,122×164,2010-03-25,"캔버스에 아크릴릭, 연필"
857,회화,PA-331,이기전,1955,가을축제,2008,130×162,2010-03-25,캔버스에 아크릴릭
858,조각,SC-38,김한창,1949,어산(魚山) - 다라니,1995,145×83×27,2010-03-25,"소나무에 아크릴릭, 단청안료"
859,조각,SC-39,이호철,1975,취업시대,2005,200×170×90,2010-03-25,"철, 나무, 혼합재료"
860,조각,SC-40,김선준,1973,STAR,2006,224×214×40,2010-03-25,"마천석, 화강석, 스테인레스스틸"
861,조각,SC-41,이상현,1975,내면 속의 풍경,2008,78×132×90,2010-03-25,"스테인레스스틸, LED, 브론즈"
862,한국화,KO-153,김경희,1954,새 날을 열다 4,2010,100×200,2010-05-25,혼합재료
863,한국화,KO-154,송수남,1938,붓의 놀림,1991,194×260,2010-05-25,한지에 수묵
864,한국화,KO-155,송익규,1956,청계리 설경,2009,130×162,2010-05-25,수묵담채
865,한국화,KO-156,송재명,1962,유희 - 용꿈,1994,130×162,2010-05-25,장지에 수묵담채
866,회화,PA-332,조재천,1955,곳 - 리듬,1989,112×145,2010-05-25,캔버스에 유채
867,한국화,KO-157,송수남,1938,산수,1975,62×123,2010-05-25,한지에 수묵담채
868,사진,PH-115,김춘식,1937,장수,1998,40×58,2010-05-25,피그먼트 프린트
869,사진,PH-116,김춘식,1937,금마,2000,40×58,2010-05-25,피그먼트 프린트
870,사진,PH-117,김춘식,1937,장수,1998,40×58,2010-05-25,피그먼트 프린트
871,사진,PH-118,김춘식,1937,광활,2001,40×58,2010-05-25,피그먼트 프린트
872,사진,PH-119,김춘식,1937,완주,1999,40×58,2010-05-25,피그먼트 프린트
873,회화,PA-333,권용택,1953,이의동에서,1991,58×71,2010-12-14,캔버스에 유채
874,한국화,KO-158,김상섭,1963,무제,1990,66×90,2010-12-14,수묵담채
875,한국화,KO-159,김아영,1953,10월,1991,63×47,2010-12-14,수묵담채
876,한국화,KO-160,김진우,1883,묵죽,1933,131×31,2010-12-14,종이에 먹
877,한국화,KO-161,김진우,1883,묵죽,1933,131×31,2010-12-14,종이에 먹
878,한국화,KO-162,김진우,1883,산창(山窓)에 비바람 부는 날,1930,147×73,2010-12-14,종이에 먹
879,한국화,KO-163,김진우,1883,묵죽,1933,131×31,2010-12-14,종이에 먹
880,한국화,KO-164,김진우,1883,묵죽,1934,131×31,2010-12-14,종이에 먹
881,한국화,KO-165,김진우,1883,묵죽,1930,131×31,2010-12-14,종이에 먹
882,한국화,KO-166,김진우,1883,묵죽,1930,33×47,2010-12-14,종이에 먹
883,한국화,KO-167,김진우,1883,묵죽,1930,33×48,2010-12-14,종이에 먹
884,판화,DP-111,이상국,1947,북한산 1,1990,37×90,2010-12-14,목판화
885,회화,PA-334,임옥상,1950,땅,1991,91×117,2010-12-14,혼합재료
886,회화,PA-335,임옥상,1950,국토 - 능곡,1992,55×83,2010-12-14,혼합재료
887,회화,PA-336,홍성익,1956,강강술래,1991,91×117,2010-12-14,캔버스에 유채
888,회화,PA-337,L.D.로렌스,1951,사형수,1981,77×102,2010-12-14,혼합재료
889,한국화,KO-168,강행원,1947,농가서정,1990,51×65,2010-12-14,수묵담채
890,회화,PA-338,이화자,1943,백화,1990,72×94,2010-12-14,"한지에 분채, 아교"
891,회화,PA-339,장명규,1956,문명을 찾아서 - 월인천강,1991,108×63,2010-12-14,하드보드에 유채
892, 판화,DP-112,이종상,1938,원형상,1990,59×91,2010-12-14,판화
