관리번호,부문,작품번호,작가명,생몰연도,명제,제작년도,규격(㎝),소장일자,기법 및 재료
893,회화,PA-340,정기호,1938,무제,2006,49×69,2010-12-14,혼합재료
894,한국화,KO-169,하수경,1950,사람들,1989,178×132,2010-12-14,"한지에 먹, 황토, 혼합재료"
895,회화,PA-341,손아유,1942,"나타나는 것, 침몰해 가는 것",1978,27×39,2010-12-14,종이에 수채
896,회화,PA-342,손아유,1942,색의 간격,1988,19×26,2010-12-14,종이에 수채
897,판화,DP-113,손아유,1942,공간의 간격,1997,37×27(×2),2010-12-14,판화
898,회화,PA-343,하반영,1918,진안 마이산,1990,72×91,2011-02-24,캔버스에 유채
899,회화,PA-344,하반영,1918,모악산 가을,2005,50×65,2011-02-24,캔버스에 유채
900,회화,PA-345,하반영,1918,만경 들녘,2011,61×73,2011-02-24,캔버스에 유채
901,회화,PA-346,유희영,1940,1995-R,1995,180×330,2011-02-24,캔버스에 유채
902,서예,CA-98,소병순,1941,채근담 12곡병,2006,141×498,2011-02-24,종이에 먹
903,공예,CR-16,박부임,1952,청산에 누워 Ⅲ,1991,115×185,2011-02-24,"실크에 호료, 산성염료"
904,서예,CA-99,김연익,1944,탐매,2004,125×45(×8),2011-02-24,종이에 수묵담채
905,회화,PA-347,김영성,1939,출항을 위한 휴선,1987,112×145,2011-02-24,캔버스에 유채
906,서예,CA-100,정연교,1945,오심추월(吾心秋月),2004,140×70,2011-02-24,종이에 먹
907,회화,PA-348,정유란,1986,과욕시리즈-소유물 Car Ⅰ,2010,140×240,2011-02-24,에나멜
908,회화,PA-349,김지현,1984,"Tomorrow's too late,  accept him today",2010,291×128,2011-02-24,캔버스에 유채
909,한국화,KO-170,김병종,1953,나무에 달린 사람,1991,64×64,2011-02-24,종이에 먹
910,회화,PA-350,김봉준,1954,소녀,1991,45×52,2011-02-24,캔버스에 유채
911,판화,DP-114,김봉준,1954,북두칠성이 앵도라지도록,1990,30×37,2011-02-24,실크스크린
912,회화,PA-351,김정헌,1946,들길을 걸으며,1991,47×80,2011-02-24,캔버스에 유채
913,회화,PA-352,조성휘,1955,사람의 모습 중에서,1992,35×35,2011-02-24,종이에 채색
914,판화,DP-115,이철수,1954,새매화,1989,42×42,2011-02-24,목판화
915,회화,PA-353,노원희,1948,피곤,1989,53×65,2011-02-24,캔버스에 아크릴릭
916,회화,PA-354,백수남,1943,무제,1980,47×39,2011-02-24,캔버스에 유채
917,판화,DP-116,류연복,1958,더듬이 잃은 베짱이,1994,56×114,2011-02-24,목판화
918,한국화,KO-171,이화자,1943,기도,1990,60×44,2011-02-24,수묵채색
919,판화,DP-117,최병수,1960,해방맞이,1988,37×48,2011-02-24,다색목판화
920,판화,DP-118,최병수,1960,할아버지를 찾습니다,1989,48×34,2011-02-24,다색목판화
921,판화,DP-119,최병수,1960,신바람,1989,74×83,2011-02-24,목판화
922,판화,DP-120,최병수,1960,분단인,1987,62×45,2011-02-24,다색목판화
923,한국화,KO-172,박봉수,1916,반가사유상,1980,58×39,2011-02-24,종이에 혼합재료
924,회화,PA-355,오원배,1953,무제,1991,117×91,2011-02-24,캔버스에 유채
925,회화,PA-356,여운,1947,실향민,1990,75×55,2011-02-24,종이에 유채
926,회화,PA-357,진경우,1949,회정(回程),1981,33×24,2011-02-24,캔버스에 유채
927,서예,CA-101,류근상,1909,묵죽도 10곡병, ,80×27(×10),2011-02-24,화선지에 먹
928,서예,CA-102,이순재,1869,행초서 6곡병, ,84×39(×6),2011-02-24,닥지에 먹
929,서예,CA-103,서정민,1875,사군자 영모도 12곡병, ,125×33(×12),2011-02-24,닥지에 먹
930,서예,CA-104,김강노,1904,묵난도, ,30×123,2011-02-24,화선지에 먹
931,서예,CA-105,김연익,1944,향원익청,2004,62×92,2011-02-24,화선지에 수묵담채
932,한국화,KO-173,권병렬,1925,천지의 장구한 기운,2010,77×239,2011-02-24,종이에 수묵담채
933,조각,SC-42,박승만,1969,흔적,2010,150×126×34,2011-02-24,화강석 정다듬
934,한국화,KO-174,이홍규,1979,11월 어느 날,2010,86×192,2011-02-24,한지에 수묵담채
935,한국화,KO-175,모용수,1969,옛 추억,2010,55×83,2011-02-24,캔버스에 유채
936,한국화,KO-176,김중현,1960,금강산 옥류담,2010,105×160,2011-02-24,화선지에 수묵담채
937,회화,PA-358,신철,1953,기억풀이 - 나들이,2010,162×130,2011-02-24,캔버스에 아크릴릭
938,한국화,KO-177,송관엽,1957,옥정호의 여름,2009,130×160,2011-02-24,화선지에 수묵담채
939,회화,PA-359,신정자,1956,천년 - 대화,2009,133×162,2011-02-24,혼합재료
940,조각,SC-43,양화선,1947,산수기행 - 침묵,2007,52×52×103,2011-02-24,대리석
941,한국화,KO-178,홍경준,1969,그리움,2005,130×162,2011-02-24,한지에 수묵담채
942,회화,PA-360,이승우,1951,그림자,2010,84×105,2011-02-24,"한지, 과슈, 먹"
943,회화,PA-361,김명숙,1972,Light draws,2008,117×162,2011-02-24,캔버스에 유채
944,회화,PA-362,강옥철,1943,돌 + 삶,1984,145×112,2011-02-24,캔버스에 유채
945,서예,CA-106,유지인,1952,장진주 8곡병,2006,35×135×8,2011-02-24,화선지에 먹
946,회화,PA-363,박만용,1957,만추,2002,130×162,2011-02-24,캔버스에 아크릴릭
947,회화,PA-364,강신동,1956,나무 ,1991,162×130,2011-02-24,혼합재료
948,회화,PA-365,박운섭,1965,노인,1995,162×130,2011-02-24,캔버스에 유채
949,회화,PA-366,박진영,1964,대대적 관계 - 間,2010,130×162,2011-02-24,혼합재료
950,회화,PA-367,임병춘,1951,선 - 에서,2004,120×240,2011-02-24,캔버스에 유채
951,조각,SC-44,한정무,1972,"혀 - 탁자, 의자",2010,97×97×74 37×37×59(×4),2011-02-24,"혼합재료, 캐스팅"
952,조각,SC-45,권성수,1969,공존공간 - 모악산,2010,75×50×72,2011-02-24,"대리석, 오석, 자연석, 스테인레스스틸"
953,회화,PA-368,이문수,1966,밥 - 자유의 노래,2010,65×125,2011-02-24,"한지, 먹, 아크릴"
954,회화,PA-369,김용관,1954,생성,2010,169×120,2011-02-24,캔버스에 유채
955,한국화,KO-179,채용신,1850,벽오추월,1920,42×26,2011-09-01,종이에 채색
956,조각,SC-46,엄혁용,1961,시간속으로,1996,125×41×25,2011-09-01,알루미늄 부조
957,사진,PH-120,김녕만,1949,잃어버린 세월,1993,180×120,2011-09-01,잉크젯프린트
958,사진,PH-121,김녕만,1949,판문점 036,1992,66×99,2011-09-01,잉크젯프린트
959,사진,PH-122,김학수,1933,눈길,1963,80×120,2011-09-01,흑백사진
960,사진,PH-123,김학수,1933,광복절날,1970,39×60,2011-09-01,흑백사진
961,사진,PH-124,황규태,1938,Millet for downtown LA,1998,68×100,2011-09-01,silver paper에 칼라프린트
962,한국화,KO-180,정승섭,1941,한옥마을 설경,2010,93×68,2011-09-01,종이에 수묵담채
963,한국화,KO-181,정승섭,1941,지리산 설경,2004,128×175,2011-09-01,종이에 수묵담채
964,한국화,KO-182,정승섭,1941,마곡사 하경,1975,161×128,2011-09-01,종이에 수묵담채
965,한국화,KO-183,채용신,1850,고송수학,1920,42×62,2011-09-01,종이에 채색
966,한국화,KO-184,이홍규,1979,봄을 기다리며,2011,130×97,2011-09-01,종이에 먹
967,회화,PA-370,윤미선,1964,대지의 빛,2011,91×117,2011-09-01,혼합재료
968,서예,CA-107,이정직,1841,필첩,1907,29×15,2011-09-01,종이에 먹
969,조각,SC-47,김환히,1986,평화를 말하며,2010,120×440×60,2011-09-01,"FRP, PVC"
970,사진,PH-125,김녕만,1949,판문점 013,1992,66×99,2011-09-01,잉크젯프린트
971,사진,PH-126,김녕만,1949,판문점 014,1990,66×99,2011-09-01,잉크젯프린트
972,사진,PH-127,김녕만,1949,판문점 045,1992,66×99,2011-09-01,잉크젯프린트
973,사진,PH-128,김녕만,1949,판문점 051,1992,100×50,2011-09-01,잉크젯프린트
974,사진,PH-129,김녕만,1949,판문점 053,1990,66×99,2011-09-01,잉크젯프린트
975,사진,PH-130,김녕만,1949,판문점 055,1991,150×100,2011-09-01,잉크젯프린트
976,사진,PH-131,김녕만,1949,판문점 095,1992,80×120,2011-09-01,잉크젯프린트
977,사진,PH-132,김녕만,1949,판문점 202,1993,66×99,2011-09-01,잉크젯프린트
978,사진,PH-133,김학수,1933,삶,2001,30×47,2011-09-01,흑백사진
979,사진,PH-134,김학수,1933,겨울방학,1960,33×56,2011-09-01,흑백사진
980,사진,PH-135,김학수,1933,농촌 봄 풍경,1980,40×60,2011-09-01,흑백사진
981,사진,PH-136,김학수,1933,휴 1,1970,29×37,2011-09-01,흑백사진
982,사진,PH-137,김학수,1933,줄포항구,1980,74×117,2011-09-01,흑백사진
983,사진,PH-138,김학수,1933,해태목이 있는 풍경,1980,79×118,2011-09-01,흑백사진
984,사진,PH-139,김학수,1933,썰물,1980,60×118,2011-09-01,흑백사진
985,사진,PH-140,김학수,1933,설일,1968,40×60,2011-09-01,흑백사진
986,사진,PH-141,김학수,1933,오월,1965,63×118,2011-09-01,흑백사진
987,사진,PH-142,김학수,1933,간이정류소,1980,39×60,2011-09-01,흑백사진
988,사진,PH-143,김학수,1933,겨울정미소,1980,42×60,2011-09-01,흑백사진
989,사진,PH-144,김학수,1933,잔설,1960,76×118,2011-09-01,흑백사진
990,사진,PH-145,김학수,1933,조춘,1970,60×117,2011-09-01,흑백사진
991,사진,PH-146,황규태,1938, La Gioconda,2006,100×70,2011-09-01,silver paper에 칼라프린트
992,사진,PH-147,황규태,1938,태양,1970,120×85,2011-09-01,silver paper에 칼라프린트
993,회화,PA-371,황영성,1941,가족이야기,2009,130×162,2012-03-26,캔버스에 유채
994,회화,PA-372,김선태,1960,혼불 - 최명희,2007,135×195,2012-03-26,장지에 혼합재료
995,한국화,KO-185,김준기,1974,Seen City 1031 - Reflected Landscape,2010,107×144,2012-03-26,dark grey mirror에 혼합재료
996,회화,PA-373,오중석,1968,매화,2011,140×212×20,2012-03-26,혼합재료
997,회화,PA-374,김세견,1950,여명,2009,75×145,2012-03-26,종이에 수채
998,회화,PA-375,이경곤,1962,실마리,2004,162×112,2012-03-26,"콘테, 연필, 색연필 등"
999,조각,SC-48,김상호,1972,ICON - 생명,2009,67×78×18,2012-03-26,스테인레스 스틸
1000,공예,CR-17,김윤수,1954,친구들,2002,45×113×12,2012-03-26,조합토
1001,회화,PA-376,정봉기,1960,빛과 그림자 계곡,2008,97×130,2012-03-26,캔버스에 유채
1002,회화,PA-377,이동한,1983,점점,2010,130×92,2012-03-26,캔버스에 유채
1003,회화,PA-378,서완호,1983,Empty,2011,91×72,2012-03-26,캔버스에 유채
1004,조각,SC-49,박광현,1976,포화,2011,60×30×35,2012-03-26,"스테인레스 스틸, FRP"
1005,조각,SC-50,온승현,1973,존재의 이유,2002,70×45×20,2012-03-26,"철, 브론즈"
1006,회화,PA-379,이일순,1972,잠,2009,91×117,2012-03-26,캔버스에 아크릴릭
1007,회화,PA-380,이숙희,1962,숲 -  향,2009,112×162,2012-03-26,캔버스에 유채
1008,서예,CA-108,김연,1972,아름다운 生,2010,200×35(×6),2012-03-26,"화선지에 먹, 아교 등"
1009,회화,PA-381,윤양호,1965,von Geist,2002,200×200,2012-03-26,혼합재료
1010,회화,PA-382,홍현철,1964,꿈,2011,91×240,2012-03-26,혼합재료
1011,회화,PA-383,김우철,1954,時空 - 5,2002,131×151,2012-03-26,"캔버스에 유채, 아크릴릭"
1012,조각,SC-51,김성수,1984,아르마딜로 행성 Ⅱ,2011,82×78×77,2012-03-26,"스테인레스 스틸, 우레탄도장"
1013,공예,CR-18,장영애,1953,빛 가운데,2003,69×119×71,2012-03-26,"적동, 순은, 칠보"
1014,회화,PA-384,김선태,1960,노스탤지어,2010,135×195,2012-03-26,장지에 혼합재료
1015,회화,PA-385,김용봉,1912,항구풍경,1976,38×45,2012-03-26,캔버스에 유채
1016,회화,PA-386,김용봉,1912,풍경 1,1991,45×53,2012-03-26,캔버스에 유채
1017,회화,PA-387,김용봉,1912,풍경 2,1990,38×45,2012-03-26,캔버스에 유채
1018,회화,PA-388,김용봉,1912,풍경 3,1990,38×45,2012-03-26,캔버스에 유채
1019,회화,PA-389,김용봉,1912,풍경 4,1987,42×52,2012-03-26,캔버스에 유채
1020,회화,PA-390,김용봉,1912,과수원 풍경,1991,41×53,2012-03-26,캔버스에 유채
1021,회화,PA-391,김용봉,1912,전주시경 - 서신동에서,1991,45×53,2012-03-26,캔버스에 유채
1022,회화,PA-392,김용봉,1912,풍경 5,1977,53×65,2012-03-26,캔버스에 유채
1023,회화,PA-393,김용봉,1912,빨래터 풍경,1989,32×40,2012-03-26,캔버스에 유채
1024,회화,PA-394,김용봉,1912,풍경 6,1980,32×41,2012-03-26,캔버스에 유채
1025,회화,PA-395,김용봉,1912,전주풍경,1980,32×41,2012-03-26,캔버스에 유채
1026,회화,PA-396,김용봉,1912,마이산,1990,38×45,2012-03-26,캔버스에 유채
1027,회화,PA-397,김용봉,1912,설경 1,1990,38×45,2012-03-26,캔버스에 유채
1028,회화,PA-398,김용봉,1912,설경 2,1989,38×45,2012-03-26,캔버스에 유채
1029,회화,PA-399,김용봉,1912,설경 3,1990,38×45,2012-03-26,캔버스에 유채
1030,회화,PA-400,김용봉,1912,풍경 7 ,1979,60×50,2012-03-26,캔버스에 유채
1031,회화,PA-401,김용봉,1912,전주풍경,1993,60×50,2012-03-26,캔버스에 유채
1032,회화,PA-402,김용봉,1912,백운면,1991,50×60,2012-03-26,캔버스에 유채
1033,회화,PA-403,김용봉,1912,풍경 8,1988,60×73,2012-03-26,캔버스에 유채
1034,한국화,KO-186,김문철,1948,고산천 · 낭만,2010,120×162,2012-06-21,화선지에 수묵채색
1035,한국화,KO-187,김문철,1948,용담 初秋,2007,116×163,2012-06-21,화선지에 수묵채색
1036,한국화,KO-188,김문철,1948,소나기,1971,137×197,2012-06-21,화선지에 수묵채색
1037,한국화,KO-189,김문철,1948,통구미 항,1998,54×92,2012-06-21,화선지에 수묵채색
1038,한국화,KO-190,김문철,1948,여명 - 중추,1985,65×93,2012-06-21,화선지에 수묵채색
1039,한국화,KO-191,김문철,1948,백운계류,1996,52×74,2012-06-21,화선지에 수묵채색
1040,한국화,KO-192,김정숙,1961,사랑과 영혼,2011,130×162,2012-06-21,장지에 혼합재료
1041,회화,PA-404,김춘식,1947,우시장,2002,162×130,2012-06-21,캔버스에 유채
1042,회화,PA-405,박종수,1947,민화적인 풍경 ,2000,162×130,2012-06-21,캔버스에 유채
1043,회화,PA-406,이종협,1954,"매화중독(봄, 여름)",2010,122×122(×2),2012-06-21,종이에 아크릴릭
1044,서예,CA-109,유재호,1870,행서 8폭, ,104×30(×8),2012-06-21,종이에 먹
1045,서예,CA-110,심상윤,1877,행서 8폭, ,125×31(×8),2012-06-21,종이에 먹
1046,서예,CA-111,윤재술,1904,행서 6폭,1941,134×33(×6),2012-06-21,종이에 먹
1047,한국화,KO-193,박호병,1878,죽 10폭, ,117×37(×10),2012-06-21,비단에 먹
1048,회화,PA-407,신제남,1952,전주 천년의 숨결,2009,62×91,2012-06-21,캔버스에 유채
1049,회화,PA-408,선기현,1957,나들이,2011,90×180,2012-11-29,캔버스에 아크릴릭
1050,회화,PA-409,선기현,1957,선인장,2008,120×120,2012-11-29,캔버스에 아크릴릭
1051,회화,PA-410,선기현,1957,도는 꽃 1,1990,100×130,2012-11-29,캔버스에 아크릴릭
1052,회화,PA-411,선기현,1957,도는 꽃 2,1990,100×130,2012-11-29,캔버스에 아크릴릭
1053,회화,PA-412,선기현,1957,도는 꽃 3,1990,100×130,2012-11-29,캔버스에 아크릴릭
1054,회화,PA-413,선기현,1957,겨울밤,2012,92×92,2012-11-29,캔버스에 아크릴릭
1055,서예,CA-112,송하영,1927,오언율시,1980,207×44,2012-11-29,종이에 먹
1056,서예,CA-113,송하영,1927,가구(佳句),1980,175×31,2012-11-29,종이에 먹
1057,서예,CA-114,송하영,1927,오언율시,1980,132×66,2012-11-29,종이에 먹
1058,판화,DP-121,지용출,1963,89신촌에서…뜨거운 오후,1992,46×38,2013-05-10,파브리아노지에 실크스크린
1059,판화,DP-122,지용출,1963,노인,1993,103×80,2013-05-10,파브리아노지에 석판
1060,판화,DP-123,지용출,1963,여성노동자,1993,19×19,2013-05-10,파브리아노지에 실크스크린
1061,판화,DP-124,지용출,1963,효자동 - 아파트단지,1994,22×59,2013-05-10,파브리아노지에 다색동판
1062,판화,DP-125,지용출,1963,건어물,1995,19×49,2013-05-10,파브리아노지에 동판
1063,판화,DP-126,지용출,1963,건어물,1995,47×49,2013-05-10,순지에 다색목판
1064,판화,DP-127,지용출,1963,곰소 - 건어물,1995,28×33,2013-05-10,파브리아노지에 동판
1065,판화,DP-128,지용출,1963,곰소에서 - 흔적,1995,44×54,2013-05-10,파브리아노지에 동판
1066,판화,DP-129,지용출,1963,봄바람,1995,35×70,2013-05-10,파브리아노지에 석판
1067,판화,DP-130,지용출,1963,시간,1995,80×180,2013-05-10,석판
1068,판화,DP-131,지용출,1963,효자동,1995,49×136,2013-05-10,다색석판
1069,판화,DP-132,지용출,1963,효자동 - 개발지구,1995,54×234,2013-05-10,석판
1070,판화,DP-133,지용출,1963,효자동 - 용머리고개,1995,44×47,2013-05-10,동판
1071,판화,DP-134,지용출,1963,갯벌,1996,50×137,2013-05-10,석판
1072,판화,DP-135,지용출,1963,세월,1996,55×75,2013-05-10,다색목판
1073,판화,DP-136,지용출,1963,갯벌,1997,21×70,2013-05-10,동판
1074,판화,DP-137,지용출,1963,갯벌의 흔적 1,1997,35×57,2013-05-10,다색목판
1075,판화,DP-138,지용출,1963,갯벌의 흔적 2,1997,37×64,2013-05-10,다색목판
1076,판화,DP-139,지용출,1963,갯벌의 흔적 3,1997,52×52,2013-05-10,다색목판
1077,판화,DP-140,지용출,1963,달팽이,1997,22×8,2013-05-10,동판
1078,판화,DP-141,지용출,1963,들판,1997,45×68,2013-05-10,동판
1079,판화,DP-142,지용출,1963,무제,1997,75×55,2013-05-10,다색목판
1080,판화,DP-143,지용출,1963,새만금에서,1997,28×125,2013-05-10,석판
1081,판화,DP-144,지용출,1963,여름,1997,22×7,2013-05-10,동판
1082,판화,DP-145,지용출,1963,지나간 세월,1997,65×83,2013-05-10,다색목판
1083,판화,DP-146,지용출,1963,6월 1,1998,18×40,2013-05-10,목판
1084,판화,DP-147,지용출,1963,겨울나무,1998,74×52,2013-05-10,다색석판
1085,판화,DP-148,지용출,1963,늦여름,1998,40×16,2013-05-10,다색목판
1086,판화,DP-149,지용출,1963,해송,1998,57×38,2013-05-10,다색목판
1087,판화,DP-150,지용출,1963,호박,1998,22×22,2013-05-10,다색목판
1088,판화,DP-151,지용출,1963,나무이야기,1999,94×49,2013-05-10,동판
1089,판화,DP-152,지용출,1963,질경이 2,1999,43×30,2013-05-10,목판
1090,판화,DP-153,지용출,1963,나무의 고향,2001,90×143,2013-05-10,목판
1091,판화,DP-154,지용출,1963,내장산,2001,27×136,2013-05-10,목판
1092,판화,DP-155,지용출,1963,들풀 5,2001,47×24,2013-05-10,목판
1093,판화,DP-156,지용출,1963,마늘 3,2001,90×90,2013-05-10,목판
1094,판화,DP-157,지용출,1963,모악산,2001,27×89,2013-05-10,실크스크린
1095,판화,DP-158,지용출,1963,봄을 기다리며,2001,90×35,2013-05-10,다색목판
1096,판화,DP-159,지용출,1963,율치 느티나무,2001,96×64,2013-05-10,목판
1097,판화,DP-160,지용출,1963,파꽃과 더덕,2001,59×31,2013-05-10,목판
1098,판화,DP-161,지용출,1963,가을바람,2002,15×70,2013-05-10,수인목판
1099,판화,DP-162,지용출,1963,가을하늘,2002,20×120,2013-05-10,수인목판
1100,판화,DP-163,지용출,1963,고마리,2002,21×71,2013-05-10,수인목판
1101,판화,DP-164,지용출,1963,늦가을,2002,83×24,2013-05-10,수인목판
1102,판화,DP-165,지용출,1963,여뀌와 달팽이,2004,30×91,2013-05-10,목판
1103,판화,DP-166,지용출,1963,여뀌 1,2002,48×32,2013-05-10,목판
1104,판화,DP-167,지용출,1963,여뀌 2,2002,70×34,2013-05-10,수인목판
1105,판화,DP-168,지용출,1963,여름,2002,10×75,2013-05-10,수인목판
1106,판화,DP-169,지용출,1963,풀이 눕는다,2002,15×67,2013-05-10,수인목판
1107,판화,DP-170,지용출,1963,풀이 눕는다 2,2002,27×63,2013-05-10,수인목판
1108,판화,DP-171,지용출,1963,4월,2004,183×92,2013-05-10,목판
1109,판화,DP-172,지용출,1963,남고산성,2004,80×100,2013-05-10,채색목판
1110,판화,DP-173,지용출,1963,바람 2,2004,109×29,2013-05-10,목판
1111,판화,DP-174,지용출,1963,오목대,2004,60×95,2013-05-10,순지에 채색목판
1112,판화,DP-175,지용출,1963,바람 3,2005,48×16,2013-05-10,목판
1113,판화,DP-176,지용출,1963,수 1,2006,25×82,2013-05-10,다색목판
1114,판화,DP-177,지용출,1963,수 2,2006,25×82,2013-05-10,다색목판
1115,판화,DP-178,지용출,1963,수 4,2006,25×70,2013-05-10,다색목판
1116,판화,DP-179,지용출,1963,수 9,2006,55×25,2013-05-10,다색목판
1117,판화,DP-180,지용출,1963,곁에 있는 나무 3,2007,42×91,2013-05-10,다색목판
1118,판화,DP-181,지용출,1963,바위숲,2007,85×237,2013-05-10,목판
1119,판화,DP-182,지용출,1963,소나무,2008,35×21,2013-05-10,목판
1120,판화,DP-183,지용출,1963,소리여행 - 흥부도 사내라,2008,14×23,2013-05-10,채색목판
1121,한국화,KO-194,강영봉,1943,산수 1,1982,63×66,2013-05-10,종이에 수묵채색
1122,한국화,KO-195,강영봉,1943,산수 2,1998,92×133,2013-05-10,종이에 수묵채색
1123,한국화,KO-196,강영봉,1943,산수도 8곡병,1998,118×331,2013-05-10,종이에 수묵채색
1124,회화,PA-414,황재형,1952,모동의 저녁,2004,145×227,2013-06-20,캔버스에 유채
1125,미디어,MD-1,육근병,1957,Nothing,2013,9분,2013-06-20,USB메모리
1126,서예,CA-115,조수현,1948,고구려광개토호태왕비음,2005,600×150(×4),2013-06-20,종이에 먹
1127,한국화,KO-197,채용신,1848,초상화,1935,106×48,2013-06-20,비단에 채색
1128,한국화,KO-198,송지호,1975,6월 여행,2013,160×120,2013-10-28,장지에 아크릴릭
1129,회화,PA-415,박시완,1966,화가의 초상,2009,162×130,2013-10-28,캔버스에 유채
1130,한국화,KO-199,이재승,1954,심상 - 명상,2013,130×130,2013-10-28,한지에 먹
1131,회화,PA-416,이기홍,1959,바람 - 대숲,2013,117×320,2013-10-28,캔버스에 아크릴릭
1132,사진,PH-148,안봉주,1958,목련,2012,107×115,2013-10-28,사진
1133,한국화,KO-200,이응노,1904,문자추상,1978,142×138,2013-10-28,종이에 혼합재료
1134,서예,CA-116,백종희,1965,행적(行跡),2011,90×200,2013-10-28,"화선지에 먹, 주사"
1135,회화,PA-417,최주연,1969,가을햇살,2002,162×130,2013-10-28,캔버스에 유채
1136,회화,PA-418,황연,1959,머물렀던 자리,2008,130×97,2013-10-28,캔버스에 유채
1137,한국화,KO-201,김문철,1948,미륵 적설,2004,118×160,2013-12-10,화선지에 수묵담채
1138,한국화,KO-202,김문철,1948,내장산 춘설,2008,119×163,2013-12-10,화선지에 수묵담채
1139,회화,PA-419,김홍,1915,한강이 보이는 풍경,2008,61×73,2013-12-10,캔버스에 유채
1140,회화,PA-420,김홍,1915,마을풍경,2003,61×73,2013-12-10,캔버스에 유채
1141,회화,PA-421,김홍,1915,마을풍경,2005,61×73,2013-12-10,캔버스에 유채
1142,회화,PA-422,김홍,1915,농가와 초설,2000,61×73,2013-12-10,캔버스에 유채
1143,한국화,KO-203,우상기,1957,삶,2013,95×160,2014-09-26,장지에 수묵채색
1144,회화,PA-423,양만호,1951,고향의 정 - 雪村,1994,132×162,2014-09-26,캔버스에 유채
1145,회화,PA-424,김두해,1954,바람,2014,112×163,2014-09-26,캔버스에 유채
1146,한국화,KO-204,박인현,1957,Umbrella-인왕제색,2007,120×179,2014-09-26,한지에 수묵채색
1147,공예,CR-19,송수미,1965,나눌 수 있는 호흡,2012,188×103,2014-09-26,혼합재료
1148,회화,PA-425,오우석,1956,外出-몽유도원,1999,57×155,2014-09-26,캔버스에 유채
1149,회화,PA-426,윤경희,1951,사랑을 위하여,2012,90×180,2014-09-26,캔버스에 유채
1150,회화,PA-427,육심철,1958,시간여행-귀면문,2013,162×130,2014-09-26,판넬에 혼합재료
1151,회화,PA-428,임상진,1935,생명의 노래-519-27,2003,162×454,2014-09-26,캔버스에 아크릴릭
1152,회화,PA-429,임상진,1935,생명의 노래-519-14,2000,227×162,2014-09-26,"캔버스에 아크릴릭, 유채"
1153,회화,PA-430,진환,1913,겨울나무,1941,38×29,2014-09-26,종이에 수채
1154,조각,SC-52,전병관,1959,변형 -굴절된 여인상,2008,117×42×37,2014-09-26,"참죽나무, 밤나무"
1155,회화,PA-431,하반영,1918,놀이 2,2012,25×36,2014-11-18,혼합재료
1156,회화,PA-432,김성민,1967,텅 빈 머리,2010,180×180,2014-11-18,캔버스에 유채
1157,회화,PA-433,이주리,1972,살다 ,2013,150×150,2014-11-18,캔버스에 유채
1158,한국화,KO-205,탁소연,1978,무명씨,2014,130×60(×4),2014-11-18,한지에 수묵채색
1159,한국화,KO-206,탁소연,1978,무명씨,2014,130×60,2014-11-18,한지에 수묵채색
1160,한국화,KO-207,탁소연,1978,무명씨,2014,130×60,2014-11-18,한지에 수묵채색
1161,회화,PA-434,김병철,1972,a touch of attention-dessert,2013,130×130,2014-11-18,캔버스에 아크릴릭
1162,회화,PA-435,김병철,1972,a touch of attention-dessert,2013,130×130,2014-11-18,캔버스에 아크릴릭
1163,공예,CR-20,김용문,1955,토템,2013,53×29×30,2014-11-18,점토
1164,공예,CR-21,김용문,1955,카파도키아의 토템 1,2012,76×17×27,2014-11-18,점토
1165,공예,CR-22,김용문,1955,카파도키아의 토템 2,2012,54×26×35,2014-11-18,점토
1166,서예,CA-117,최재석,1976,感 - 추사,2014,34×137,2014-11-18,한지에 먹
1167,서예,CA-118,최재석,1976,교졸(巧拙),2014,69×104,2014-11-18,한지에 먹
1168,회화,PA-436,이영신,1948,감할매,2014,72×91,2014-11-18,캔버스에 아크릴릭
1169,회화,PA-437,김쌍순,1969,공감,2014,65×91,2014-11-18,캔버스에 아크릴릭
1170,회화,PA-438,하반영,1918,탈,2012,26×26,2014-11-18,종이에 아크릴릭
1171,회화,PA-439,아이사이켄,1937,무제,2013,100×80,2014-11-18,캔버스에 아크릴릭
1172,회화,PA-440,임상진,1935,‘58-生,1958,91×72,2014-11-18,혼합재료
1173,회화,PA-441,임상진,1935,‘60-生態,1960,100×80,2014-11-18,혼합재료
1174,회화,PA-442,임상진,1935,生命의 노래 519-01,2000,227×162,2014-11-18,"캔버스에 유채, 아크릴릭"
1175,회화,PA-443,임상진,1935,生命의 노래 519-02,2000,227×162,2014-11-18,"캔버스에 유채, 아크릴릭"
1176,회화,PA-444,임상진,1935,生命의 노래 519-03,2000,227×162,2014-11-18,"캔버스에 유채, 아크릴릭"
1177,회화,PA-445,임상진,1935,生命의 노래 519-04,2000,227×162,2014-11-18,"캔버스에 유채, 아크릴릭"
1178,회화,PA-446,임상진,1935,生命의 노래 519-05,2000,227×162,2014-11-18,"캔버스에 유채, 아크릴릭"
1179,회화,PA-447,임상진,1935,生命의 노래 519-06,2000,227×162,2014-11-18,"캔버스에 유채, 아크릴릭"
1180,회화,PA-448,임상진,1935,生命의 노래 519-07,2000,227×162,2014-11-18,"캔버스에 유채, 아크릴릭"
1181,회화,PA-449,임상진,1935,生命의 노래 519-08,2000,227×162,2014-11-18,"캔버스에 유채, 아크릴릭"
1182,회화,PA-450,임상진,1935,生命의 노래 519-09,2000,227×162,2014-11-18,"캔버스에 유채, 아크릴릭"
